,name,price,Гарантия ,Диагональ дисплея ,Разрешение дисплея ,Частота обновления ,Тип матрицы экрана ,Процессор ,Количество ядер процессора ,Серия процессора. ,Частота процессора ,Частота процессора (режим Turbo) ,Кэш-память ,Тип видеокарты ,Видеокарта ,Тип оперативной памяти ,Оперативная память ,Тип носителя данных ,Объем твердотельного накопителя SSD ,Типоразмер ,Интерфейс SSD ,Wi-Fi ,BlueTooth ,USB 3.0 ,Thunderbolt ,HDMI ,Аудио ,Разъемы ,Установленная ОС ,Сертификаты (звук) ,Встроенные динамики ,Замок Kensington ,Веб-камера ,Блок питания ,Цвет ,Линейка ,Вес ,Бренд,Покрытие экрана ,Чипсет ,Частота ,LAN ,USB 3.2 ,USB-Type-C / Thunderbolt (совмещенные) ,Звуковая система ,Встроенный микрофон ,Подсветка клавиатуры ,Прочее ,Привод ,USB-Type-C ,Макс. поддерживаемая память ,Сканер отпечатка пальца ,Аккумулятор ,Кол-во слотов памяти ,Язык раскладки клавиатуры ,Серия ,USB 2.0 ,Видеовыход ,Емкость аккумулятора ,Считыватель карт памяти ,Скорость вращения ,USB 3.1 ,Сенсорный экран ,Объем видеопамяти ,Время автономной работы ,Покрытие крышки дисплея ,Игровой ,Объем жесткого диска ,Стилус ,Размеры ,Емкость встроенной памяти eMMC ,Мобильная сеть ,Категория ,Express Card ,Компоновка памяти ,Внешний монитор ,Тип Wi-Fi ,ПО ,Материал и цвет palmrest ,Модель 
815,Ноутбук Acer Swift 3 SF314-43-R16V NX.AB1ER.018,56400 руб.,1 год ,14 дюйм ,1920x1080 FHD ,60 Гц ,TFT IPS ,AMD Ryzen 5 ,6 ,5500U ,2.1 ГГц ,4 ГГц ,,Встроенная ,AMD Radeon Graphics ,LPDDR4X ,8 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,2 ,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,no OS (без операционной системы) ,,,,Есть ,,Серебристый ,,1200 г ,Acer ,Матовое ,,,,,,стереодинамики ,,,,,1 ,,Есть ,3-Cell Li-Ion ,,Русский ,,,,,,,,,,,,,,,,,,,,,,,,,
816,Ноутбук Acer Aspire 5 A514-55-75X0 NX.K5DER.004,74000 руб.,,14 дюйм ,1920x1080 FHD ,,TFT IPS ,Intel Core i7 ,10 ,1255U ,1.7 ГГц ,,12 Mb ,Встроенная ,Intel UHD Graphics ,DDR4 ,16 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,DOS / без ОС ,,,,Есть ,,Серый ,,1480 г ,Acer ,Матовое ,,,Gigabit Ethernet 10/100/1000 ,3 ,1 ,стереодинамики ,Встроенный аналоговый микрофон ,Есть ,,,1 ,,,,2 ,Русский ,,,,,,,,,,,,,,,,,,,,,,,,,
817,Ноутбук HP 450 G8 2W1G9EA(32RAM.1TBSSD),129900 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,,,Intel Core i5 ,4 ,1135G7 ,4.2 ГГц ,,,Встроенная ,Intel UHD Graphics ,DDR4 ,32 Gb ,SSD ,1024 ГБ ,,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 10 Pro 64-bit ,,,,Есть ,,Серебристый ,,,HP ,,,,,,,,,,,Нет ,1 ,,,,,,ProBook ,,,,,,3 ,,,,,,,,,,,,,,,,,,
818,Ноутбук ASUS A516JF-BR329 90NB0SW1-M05880,35000 руб.,1 год ,15.6 дюйм ,1366x768 HD ,,TFT IPS ,Intel Pentium ,2 ,6805 ,1.1 ГГц ,3 ГГц ,,Встроенная ,Intel UHD Graphics ,DDR4 ,8 Gb ,SSD ,256 ГБ ,,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,no OS (без операционной системы) ,,,,Есть ,,Серый ,,1800 г ,ASUS ,Матовое ,,,,,,стереодинамики ,Встроенный аналоговый микрофон ,,"Размеры (ШхГхВ) 36,02 х 23,49 х 1,99 см ",,1 ,,,2-Cell Li-Ion ,,,,2 ,,3700 mAh ,,,,,2 Gb ,,,,,,,,,,,,,,,,
819,Ноутбук HP 250 G8 45R39EA,47500 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,,,Intel Core i5 ,4 ,1135G7 ,,4.2 ГГц ,,Встроенная ,,DDR4 ,8 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,2 ,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,DOS / без ОС ,,,,Есть ,,Серый ,,1740 г ,HP ,,,,,,,,Встроенный массив микрофонов ,,,,1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,Ноутбук ASUS TUF FX506HCB-HN303W 90NR0724-M006V0,95280 руб.,,15.6 дюйм ,1920x1080 FHD ,144 Гц ,TFT IPS ,Intel Core i5 ,6 ,11400H ,2.7 ГГц ,4.5 ГГц ,,Дискретная ,NVIDIA GeForce RTX 3050 ,DDR4 ,8 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,2 ,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 11 Home ,,,,Есть ,,,,2300 г ,ASUS ,,,,Gigabit Ethernet 10/100/1000 ,,,стереодинамики ,Встроенный аналоговый микрофон ,Есть ,"Размеры (ШхГхВ) 
359 х 256 х 24.3 мм
Габариты упаковки (ед) ДхШхВ
0.42x0.1x0.31 м
Вес упаковки (ед)
4.3 кг ",,есть ,,,,,,,1 ,,,,,1 ,,4 Gb ,,,,,,,,,,,,,,,,
821,Ноутбук Dell Latitude 5520 5520-0518,126030 руб.,3 года ,15.6 дюйм ,1920x1080 FHD ,,,Intel Core i5 ,4 ,1135G7 ,2.4 ГГц ,4.2 ГГц ,8 Mb ,Встроенная ,Intel Iris Xe Graphics ,DDR4 ,8 Gb ,SSD ,256 ГБ ,,,Есть ,Есть ,,,,,,Windows 10 Pro 64-bit ,,,,,,,,,Dell ,,,,,,,,,,,,,,Есть ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,Ноутбук Dell Latitude 5431 P137G 5431-7657,132190 руб.,2 года ,14 дюйм ,1920x1080 FHD ,,TFT IPS ,Intel Core i7 ,12 ,1270P ,1.8 ГГц ,4.8 ГГц ,18 Mb ,Встроенная ,Intel Iris Xe Graphics ,DDR5 ,16 Gb ,SSD ,512 ГБ ,M.2 ,,Есть ,Есть ,,2 ,Есть ,,RJ-45 Network Connector	1 ,Linux ,,,,Есть ,,Серый ,,1370 г ,Dell ,,,,Gigabit Ethernet 10/100/1000 ,,,,,Есть ,RJ-45 Network Connector	1 ,,,,Есть ,4-Cell Li-Ion ,,,,,,6400 mAh ,Да ,,2 ,,,,,,,,,,,,,,,,,,
823,Ноутбук Dream Machines G1650-17KZ85,90820 руб.,1 год ,17.3 дюйм ,1920x1080 FHD ,144 Гц ,WVA ,Intel Core i7 ,14 ,12700H ,2.3 ГГц ,,24 Mb ,Дискретная ,NVIDIA GeForce GTX 1650 ,DDR4 ,16 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,no OS (без операционной системы) ,,,,Есть ,,Черный ,,2200 г ,Dream Machines ,Матовое ,,3200 MHz ,Gigabit Ethernet 10/100/1000 ,2 ,,,,Есть ,,Нет ,1 ,,,Li-Ion ,,,,1 ,Mini DisplayPort ,,,,,,4 Gb ,,,Да ,,,,,,,,,,,,,
824,Ноутбук HP ZBook Power G8 313T2EA,399414 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,,,Intel Core i9 ,8 ,11900H ,2.5 ГГц ,4.9 ГГц ,,,NVIDIA GeForce RTX A2000 ,,32 Gb ,,1024 ГБ ,,,,,,,,,,Windows 10 Pro 64-bit ,,,,,,,,,HP ,,,,,,,,,,,,,,,,,,,,,,,,,,4 Gb ,,,,,,,,,,,,,,,,
825,Ультрабук Acer Swift 3 SF314-43-R1YW NX.AB1ER.01A,62200 руб.,1 год ,14 дюйм ,1920x1080 FHD ,60 Гц ,TFT IPS ,AMD Ryzen 7 ,8 ,5700U ,1.8 ГГц ,4.3 ГГц ,8 Mb ,Встроенная ,AMD Radeon Graphics ,LPDDR4X ,16 Gb ,SSD ,512 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,DOS / без ОС ,,,,Есть ,65 Вт ,Серебристый ,,1200 г ,Acer ,Антибликовое ,,,,2 ,,,,Есть ,,Привода нет ,1 ,,Есть ,Li-Ion ,,,,,,,,,,,,до 12.5 ч ,,,,,,,,,,,,,,,
826,Ноутбук ASUS ExpertBook B1500CEAE-BQ1736R 90NX0441-M21000,71960 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,,,Intel Core i3 ,,1115G4 ,3 ГГц ,,,Встроенная ,Intel UHD Graphics ,DDR4 ,8 Gb ,SSD ,256 ГБ ,,,Есть ,Есть ,,,Есть ,,,Windows 10 Pro 64-bit ,,,,Есть ,,,,1700 г ,ASUS ,,,,,,2 ,,,Есть ,,Нет ,,,,,,,,,,,,,1 ,,,,,,,,,,,,,,,,,,
827,"Ноутбук CHUWI CoreBook X 14""(2560x1440 IPS) /Intel Core i3 10110U(2.1Ghz)/8192Mb/512SSDGb/noDVD/Int:Intel UHD Graphics/Cam/BT/WiFi/46WHr/war 1y/1.5kg/Grey/Win11Home + подсветка клавиатуры CWI529-308N5N1HDNXX",32766 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHUWI ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,Ноутбук ASUS ZenBook Series UM3402YA-KM139 90NB0W95-M008F0,99990 руб.,1 год ,14 дюйм ,2880x1800 ,,,AMD Ryzen 7 ,,5825U ,2 ГГц ,,,Встроенная ,AMD Radeon Vega 8 ,LPDDR4X ,16 Gb ,SSD ,1024 ГБ ,,,Есть ,Есть ,,,,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,DOS / без ОС ,,,,Есть ,,Черный ,,1390 г ,ASUS ,,,3200 MHz ,,1 ,2 ,стереодинамики ,Встроенный аналоговый микрофон ,Есть ,,,,,,3 cell ,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,Ноутбук Lenovo  Lenovo IdeaPad 5 Pro 16ARH7 82SN0045RK,98890 руб.,1 год ,16 дюйм ,2560х1600 ,120 Гц ,TFT IPS ,AMD Ryzen 7 ,8 ,6800HS ,3.2 ГГц ,,,Встроенная ,AMD Radeon Graphics ,LPDDR5 ,16 Gb ,SSD ,512 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,no OS (без операционной системы) ,,2 x 2 Вт ,,Есть ,,Platinum Grey (Серый) ,,1900 г ,Lenovo ,Антибликовое ,,,,2 ,,,Встроенный аналоговый микрофон ,,,,1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,Ноутбук HP 255 G8 5Y3X4EA,32600 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,,TFT TN ,AMD Ryzen 3 ,4 ,5425U ,2.7 ГГц ,,,Встроенная ,AMD Radeon Graphics ,DDR4 ,4 Gb ,,,,,Есть ,Есть ,2 ,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,DOS / без ОС ,,,,Есть ,,,,1740 г ,HP ,Матовое ,,,Gigabit Ethernet 10/100/1000 ,,,стереодинамики ,,,,Нет ,1 ,,,Li-Ion 3 cells ,2 ,,,,,,,,,,,,,,1000 ГБ ,,,,,,,,,,,,
831,Ноутбук Lenovo IP3-15ITL6 82H800WJRM,39500 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,,TFT TN ,Intel Core i3 ,2 ,1115G4 ,3 ГГц ,4.1 ГГц ,6 Mb ,Встроенная ,Intel UHD Graphics ,DDR4 ,4 Gb ,SSD ,256 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 11 Home ,,,,Есть ,,,,1650 г ,Lenovo ,Антибликовое ,,3200 MHz ,,1 ,,,,,,Нет ,1 ,,,,,Английский ,,1 ,,,,,,,,,,,,,,,,,,,,,,,
832,Ноутбук ASUS E410MA-EK2281 90NB0Q11-M014P0,27205 руб.,1 год ,14 дюйм ,1920x1080 FHD ,60 Гц ,TFT TN ,Intel Pentium Silver ,,N5030 ,1.1 ГГц ,,,Встроенная ,Intel UHD Graphics 605 ,DDR4 ,4 Gb ,SSD ,256 ГБ ,M.2 ,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,no OS (без операционной системы) ,,,,Есть ,,Peacock Blue ,,1300 г ,ASUS ,Антибликовое ,,,,1 ,,,,,,Нет ,1 ,,,3 cell ,,,,1 ,,,,,,,,,,,,,,,,,,,,,,,
833,"Ноутбук Lenovo ThinkBook 14 G4+ IAP 14"" 21CX0010RU",107890 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lenovo ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,Ноутбук HP Probook 445 G8 59S06EA,75000 руб.,1 год ,14 дюйм ,1920x1080 FHD ,,,AMD Ryzen 5 ,6 ,5 5600U ,2.3 ГГц ,4.2 ГГц ,,Встроенная ,AMD Radeon Graphics ,DDR4 ,8 Gb ,SSD ,256 ГБ ,,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 11 Pro ,,,,Есть ,,Pike Silver ,,1380 г ,HP ,Антибликовое ,,3200 MHz ,,2 ,,,,,,Нет ,1 ,32 Gb ,Есть ,3 cell ,2 ,,,1 ,,,,,,,,,,,,,,,,,,,,,,,
835,Ноутбук MSI GF63 Thin 11UC-207XRU 9S7-16R612-207,69000 руб.,,15.6 дюйм ,1920x1080 FHD ,144 Гц ,TFT IPS ,Intel Core i5 ,6 ,11400H ,2.7 ГГц ,4.5 ГГц ,,Дискретная ,NVIDIA GeForce RTX 3050 ,DDR4 ,16 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,3 ,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,DOS / без ОС ,,,,Есть ,,Черный ,,1860 г ,MSI ,Матовое ,,3200 MHz ,Gigabit Ethernet 10/100/1000 ,,,стереодинамики ,Встроенный аналоговый микрофон ,Есть ,ШхГхВ  359 х 254 х 21.7 мм ,Нет ,1 ,64 Gb ,,3-Cell Li-Pol ,2 ,Русский ,,,,,,,,,4 Gb ,,,,,,,,,,,,,,,,
836,Ноутбук HP 245 G8 43W89EA,72750 руб.,1 год ,14 дюйм ,1920x1080 FHD ,,,AMD Ryzen 3 ,4 ,5300U ,2.6 ГГц ,3.8 ГГц ,,Встроенная ,AMD Radeon HD Graphics ,DDR4 ,8 Gb ,SSD ,256 ГБ ,,,Есть ,Есть ,2 ,,Есть ,,,Windows 10 Pro 64-bit ,,,,Есть ,,,,1470 г ,HP ,,,,Gigabit Ethernet 10/100/1000 ,,,,,,,,,,,,,,,1 ,,,,,,,,,,,,,,,,,,,,,,,
837,Ноутбук ASUS ExpertBook B5 Flip B5402FEA-HY0204W 90NX04I1-M00790,105635 руб.,1 год ,14 дюйм ,1920x1080 FHD ,,TFT IPS ,Intel Core i5 ,4 ,1155G7 ,2.5 ГГц ,,8 Mb ,Встроенная ,Intel Iris Xe Graphics ,DDR4 ,8 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,,2 ,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,,,,,Есть ,,Черный ,,1380 г ,ASUS ,Антибликовое ,,,,1 ,,"Встроенный динамик, встроенный микрофонный массив, с поддержкой Cortana и Alexa ",,,"Ш х Г х В	32,3 см х 22,3 см х 1,8 см ",,,,,,1 ,,,1 ,,,,,,,,10 ч ,,,,,,,,,,,,,,,
838,Ноутбук Lenovo IdeaPad 3 14ITL6 82H700L2RE,29790 руб.,1 год ,14 дюйм ,1920x1080 FHD ,60 Гц ,TFT IPS ,Intel Celeron ,2 ,6305 ,1.8 ГГц ,,4 Mb ,Встроенная ,Intel UHD Graphics ,DDR4 ,4 Gb ,SSD ,256 ГБ ,M.2 ,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,DOS / без ОС ,,,,Есть ,,Серый ,,1410 г ,Lenovo ,Матовое ,SoC ,,,1 ,,,,Есть ,"Размеры	32,42 x 21,57 x 1,99 см ",,1 ,12 Gb ,,Li-Ion ,,,,1 ,,3800 mAh ,"MMC, SD, SDHC, SDXC ",,,,,5.5 ч ,,,,,,,,,,,,,,,
839,Ноутбук Dell Latitude 7320 P133G 7320-5653,93560 руб.,2 года ,13.3 дюйм ,1920x1080 FHD ,60 Гц ,WVA ,Intel Core i5 ,4 ,1145G7 ,2.6 ГГц ,4.4 ГГц ,8 Mb ,Встроенная ,Intel Iris Xe Graphics ,LPDDR4 ,16 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,,2 ,Есть ,,Универсальный аудиоразъем ,Linux ,,2 x 2 Вт ,,Есть ,,Серый ,,1120 г ,Dell ,Антибликовое ,объединен с процессором ,,,1 ,,,,Есть ,"Ш х Г х В  30,7  х 20,0 х 18 ",Нет ,,16 Gb ,Есть ,4-Cell ,,Русский ,,,,,,,,,,,,,,,,,,,,,,,,,
840,Ноутбук Acer Aspire 5 A517-53-56VY NX.K62ER.008,78500 руб.,1 год ,17.3 дюйм ,1920x1080 FHD ,60 Гц ,TFT IPS ,Intel Core i5 ,10 ,1235U ,1.3 ГГц ,4.4 ГГц ,,Встроенная ,Intel Iris Xe Graphics ,DDR4 ,16 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,3 ,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,no OS (без операционной системы) ,,,,Есть ,,Серый ,,2200 г ,Acer ,Матовое ,,,Gigabit Ethernet 10/100/1000 ,,,стереодинамики ,,Есть ,,,1 ,,,3-Cell Li-Ion ,,Русский ,,,,,,,,,,,,,,,,,,,,,,,,,
841,Ноутбук Lenovo ThinkBook 15p IMH 20V30010RU,114110 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,,WVA ,Intel Core i5 ,4 ,10300H ,2.5 ГГц ,4.5 ГГц ,8 Mb ,Дискретная ,NVIDIA GeForce GTX 1650 ,DDR4 ,8 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,2 ,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,DOS / без ОС ,,,,Есть ,,,Lenovo ,1990 г ,Lenovo ,,,,,,,,,,,,2 ,,,,,,Thinkbook ,1 ,,,,,,,4 Gb ,,,,,,,,,,,,,,,,
842,Ноутбук ASUS VivoBook 15 R565EA-BQ2091W 90NB0TY1-M00WK0,35484 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,60 Гц ,TFT IPS ,Intel Pentium Gold ,2 ,7505U ,2 ГГц ,3.5 ГГц ,,Встроенная ,Intel UHD Graphics ,DDR4 ,8 Gb ,SSD ,256 ГБ ,,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 11 Home ,,,,Есть ,,Slate Grey ,,1800 г ,ASUS ,Матовое ,,,,1 ,,стереодинамики ,,,,Нет ,1 ,,,2-Cell Li-Ion ,1 ,Русский ,,2 ,,,,,,,,,,,,,,,,,,,,,,,
843,Ноутбук Lenovo IdeaPad 3 14IGL05 81WH0033RU,26490 руб.,1 год ,14 дюйм ,1366x768 HD ,,TFT TN ,Intel Pentium Silver ,4 ,N5030 ,1.1 ГГц ,3.1 ГГц ,4 Mb ,Встроенная ,Intel UHD Graphics 605 ,DDR4 ,4 Gb ,SSD ,1024 ГБ ,,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",1x Разъем питания ,Windows 10 Home 64-bit ,Dolby Audio ,2 x 1.5 Вт ,,Есть ,,Platinum Grey (Серый) ,,1500 г ,Lenovo ,Антибликовое ,Intel SoC Platform ,2400 MHz ,,2 ,,стереодинамики ,Встроенный массив микрофонов ,,Ш х Г х В  327.1 x 241 x 19.9 ,,,,,,,,,1 ,,,Есть ,,,,,,,,,,,,,,,,,,,,
844,"Ноутбук Irbis 17"" 17NBC2002",38000 руб.,1 год ,17 дюйм ,1920х1200 ,,TFT IPS ,Intel Core i3 ,2 ,1005G1 ,1.2 ГГц ,3.4 ГГц ,4 Mb ,,Intel UHD Graphics ,DDR4 ,8 Gb ,SSD ,256 ГБ ,M.2 ,,Есть ,Есть ,1 ,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 11 Pro ,,,,Есть ,,Серебристый ,,2100 г ,Irbis ,Матовое ,,3200 MHz ,,,,,,Есть ,,Нет ,1 ,,,,,,,2 ,,5000 mAh ,Micro SD ,,,,,,,,,,,,,,,,,,,,
845,Ультрабук Acer Swift 3 SF314-512-55N3 NX.K0EER.008,70500 руб.,1 год ,14 дюйм ,1920x1080 FHD ,60 Гц ,TFT IPS ,Intel Core i5 ,12 ,1240P ,1.2 ГГц ,4.4 ГГц ,12 Mb ,Встроенная ,Intel Iris Xe Graphics ,LPDDR4X ,8 Gb ,SSD ,512 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,DOS / без ОС ,,,,Есть ,65 Вт ,Серебристый ,,1250 г ,Acer ,Антибликовое ,,,,2 ,2 ,,,Есть ,,Привода нет ,,,Есть ,Li-Ion ,,,,,,,,,,,,до 15 ч ,,,,,,,,,,,,,,,
846,Ноутбук Acer Nitro 5 AN515-46 (NH.QGXER.005),88000 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,144 Гц ,TFT IPS ,AMD Ryzen 5 ,6 ,6600H ,3.3 ГГц ,4.5 ГГц ,,Дискретная ,NVIDIA GeForce RTX 3050 Max-Q ,,16 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,DOS / без ОС ,,,,Есть ,,,,2000 г ,Acer ,Матовое ,,,LAN 10/100/1000 ,3 ,,,Встроенный аналоговый микрофон ,Есть ,,,1 ,,,Li-Ion ,,,,,,,,,,,4 Gb ,,,Да ,,,,,,,,,,,,,
847,Ноутбук Lenovo ThinkBook 13s-IAP 21AR001FRU,149554 руб.,,13 дюйм ,1920х1200 ,,TFT IPS ,Intel Core i7 ,12 ,1260P ,2.1 ГГц ,,,Встроенная ,Intel Iris Xe Graphics ,LPDDR5 ,16 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 11 Pro ,,,,Есть ,,,Lenovo ,,Lenovo ,Антибликовое ,,4800 MHz ,Gigabit Ethernet 10/100/1000 ,1 ,,,,,,Нет ,,,Есть ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,Ноутбук ASUS ASUS K513EA-L12078 90NB0SG1-M00ES0,74640 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,60 Гц ,TFT TN ,Intel Core i5 ,2 ,1135G7 ,2.4 ГГц ,4.2 ГГц ,,Встроенная ,Intel Iris Xe Graphics ,DDR4 ,12 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",выход наушников Кардридер Micro SD ,DOS / без ОС ,,,,Есть ,,Серебристый ,,1800 г ,ASUS ,Матовое ,,3200 MHz ,,2 ,,,,Есть ,,,,,,Li-Ion ,,,,2 ,,,,,,,,,,,,,,,,,,,,,,,
849,Ноутбук Lenovo ThinkPad L14 G3 21C6S31A00,131390 руб.,1 год ,14 дюйм ,1920x1080 FHD ,,TFT IPS ,AMD Ryzen 5 PRO ,6 ,5675U ,2.3 ГГц ,4.3 ГГц ,16 Mb ,Встроенная ,AMD Radeon RX Vega 7 ,DDR4 ,16 Gb ,SSD ,512 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,3 ,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 11 Pro ,,2 x 2 Вт ,,Есть ,,Черный ,,1390 г ,Lenovo ,Матовое ,,3200 MHz ,Gigabit Ethernet 10/100/1000 ,,,стереодинамики ,,,ШхГхВ  325.4x217x19.83 ,Нет ,2 ,,,Li-Pol ,2 ,,,,,,Есть ,,1 ,,,,,,,,,,,,,,,,,,
850,Ноутбук ASUS R565JA-BQ4051 90NB0SR2-M02NV0,47500 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,,TFT IPS ,Intel Core i5 ,4 ,1035G1 ,1 ГГц ,3.6 ГГц ,6 Mb ,Встроенная ,Intel UHD Graphics ,DDR4 ,8 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,,,,,,DOS / без ОС ,,,,Есть ,,Transparent Silver ,,1800 г ,ASUS ,Матовое ,,,,,,,,,,Нет ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,Ноутбук Samsung Galaxy book NP750 NP750XDA-KDHIT,55649 руб.,,15.6 дюйм ,1920x1080 FHD ,,,Intel Core i5 ,4 ,1135G7 ,2.4 ГГц ,4.2 ГГц ,,Встроенная ,Intel Iris Xe Graphics ,LPDDR4X ,8 Gb ,SSD ,256 ГБ ,,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 10 Professional Multi Language 64 ,,2 x 2 Вт ,,Есть ,,Серебристый ,,1550 г ,Samsung ,Матовое ,,,,,,стереодинамики ,Встроенный массив микрофонов ,Есть ,Ш х Г х В  356.4x228.8x15.2 ,Нет ,2 ,,Есть ,,,Русский ,,,,,есть  поддержка microSD ,,2 ,,,,,,,,,,,,,,,,,,
852,Ноутбук Apple MacBook Air A2681 Z15S000F7,127400 руб.,1 год ,13.6 дюйм ,2560x1664 ,,TFT IPS ,Apple M2 ,8 ,,,,,Встроенная ,,,8 Gb ,SSD ,256 ГБ ,,,Есть ,Есть ,,,,,,MAC OS ,,,,Есть ,,Серый ,,1240 г ,Apple ,Глянцевое ,,,,,,стереодинамики ,,Есть ,,,,,Есть ,Li-Pol ,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,Ноутбук Lenovo Legion 5 15ACH6A 82NW005URM,106990 руб.,,15.6 дюйм ,1920x1080 FHD ,165 Гц ,TFT IPS ,AMD Ryzen 5 ,6 ,5600H ,3.3 ГГц ,4.2 ГГц ,16 Mb ,Дискретная ,AMD Radeon RX 6600M ,DDR4 ,16 Gb ,SSD ,512 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",1x Разъем питания ,DOS / без ОС ,,2 x 2 Вт ,,Есть ,230 Вт ,Phantom Blue ,,2400 г ,Lenovo ,Антибликовое ,AMD SoC Platform ,3200 MHz ,Gigabit Ethernet 10/100/1000 ,4 ,2 ,стереодинамики ,Встроенный аналоговый микрофон ,Есть ,Ш х Г х В  362.56 x 260.61 x 22.5-25.75 ,Нет ,,32 Gb ,,,2 ,,,,,,,,,,8 Gb ,,,,,,,,,,,,,,,,
