name,price,screen_size,display_resolution,cpu,proccessor_cores,set_of_cpu,cpu_frequency,gpu,ram,memory,operating_system,weight,brand
HP Pavilion 15-eh1094ur 55C79EA,93534,15.6,1920x1080 FHD ,AMD Ryzen 5 ,6.0,5500U ,2.1,AMD Radeon Graphics ,16.0,SSD ,DOS / без ОС ,1750.0,HP 
HP Victus 16-d1012nia 6K2H9EA,118570,16.1,1920x1080 FHD ,Intel Core i7 ,14.0,12700H ,2.3,NVIDIA GeForce RTX 3060 ,16.0,SSD ,DOS / без ОС ,2460.0,HP 
Lenovo V15 IIL 82C500JSRU,35770,15.6,1920x1080 FHD ,Intel Core i3 ,4.0,1005G1 ,1.2,Intel UHD Graphics ,8.0,SSD ,DOS / без ОС ,1850.0,Lenovo 
NERPA Caspica A350-15 A352-15AA002K,53505,15.6,1920x1080 FHD ,AMD Ryzen 3 ,4.0,5300U ,2.6,AMD Radeon Graphics ,8.0,SSD ,no OS (без операционной системы) ,1750.0,NERPA 
Lenovo Thinkbook 15 G4 IAP 21DJ000CUA,108081,15.6,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,2.4,Intel Iris Graphics ,8.0,SSD ,Windows 11 Pro ,1700.0,Lenovo 
Lenovo IdeaPad 5 Pro 16IHU6 82L90010RK,119662,16.0,2560х1600 ,Intel Core i7 ,4.0,11370H ,3.3,NVIDIA GeForce MX450 ,16.0,SSD ,DOS / без ОС ,1900.0,Lenovo 
"ASUS VivoBook Pro M6500QH-HN075 15.6"" 90NB0YJ2-M003F0",66200,15.6,1920x1080 FHD ,AMD Ryzen 5 ,6.0,5600H ,3.3,NVIDIA GeForce GTX 1650 ,8.0,SSD ,no OS (без операционной системы) ,1705.2024914285716,ASUS 
Lenovo ThinkPad T14s Gen 3 21BR00DVRT,185484,14.0,1920х1200 ,Intel Core i5 ,12.0,1240P ,1.7,Intel Iris Xe Graphics ,16.0,SSD ,DOS / без ОС ,1210.0,Lenovo 
ASUS ASUSPRO B1500CEAE-BQ1764R 90NX0441-M21290,96000,15.6,1920x1080 FHD ,Intel Core i7 ,4.0,1165G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,Windows 10 Pro 64-bit ,1700.0,ASUS 
ASUS K513EA 90NBOSG2-M35040,57000,15.6,1920x1080 FHD ,Intel Core i7 ,4.0,1165G7 ,2.8,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1800.0,ASUS 
HIPER WORKBOOK A1568K A1568K10356WI,42000,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1035G1 ,2.4,Intel UHD Graphics ,16.0,SSD ,Windows 11 Home ,1705.2024914285716,HIPER 
MSI MSI Katana GF66 9S7-158212-1051,83200,15.6,1920x1080 FHD ,Intel Core i5 ,6.0,11400H ,2.5,NVIDIA GeForce RTX 3050 Ti ,8.0,SSD ,DOS / без ОС ,2250.0,MSI 
Lenovo V15 G2 ITL 82KB0001RU,34890,15.6,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel Iris Xe Graphics ,4.0,SSD ,no OS (без операционной системы) ,1700.0,Lenovo 
Lenovo Thinkpad X1 Carbon Gen10 21CCSBET01,250890,14.0,1920х1200 ,Intel Core i5 ,10.0,1245U vPro ,2.4,Intel Iris Xe Graphics ,32.0,SSD ,Windows 11 Pro ,1120.0,Lenovo 
Lenovo ThinkBook 14s Yoga G2 IAP 21DM0008RU,128890,14.0,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,1.3,Intel Iris Xe Graphics ,16.0,SSD ,Windows 11 Pro ,1500.0,Lenovo 
Dream Machines Clevo GM5AGEV RG3050-15EU33,83097,15.6,1920x1080 FHD ,Intel Core i5 ,12.0,12500H ,3.3,NVIDIA GeForce RTX 3050 ,16.0,SSD ,DOS / без ОС ,2100.0,Dream Machines 
HP ProBook 440 G9 6A1S8EA,88000,14.0,1920x1080 FHD ,Intel Core i3 ,6.0,1215U ,3.3,Intel UHD Graphics ,8.0,SSD ,DOS / без ОС ,1380.0,HP 
HIPER EXPERTBOOK MTL1577 BQ3LVDDQ,58200,15.6,1920x1080 FHD ,AMD Ryzen 5 ,6.0,5600U ,2.3,AMD Radeon Graphics ,8.0,SSD ,DOS / без ОС ,1700.0,HIPER 
ASUS ROG Zephyrus M16 GU603ZX-K8009W 90NR08R1-M00120,302539,16.0,2560х1600 ,Intel Core i9 ,14.0,12900H ,2.5,NVIDIA GeForce RTX 3080 Ti ,32.0,SSD ,Windows 11 Home ,1900.0,ASUS 
"ASUS Vivobook 15 K513EA-L12014W 15.6"" 90NB0SG3-M38560",64000,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,Windows 11 Home ,1800.0,ASUS 
"Lenovo IdeaPad 3 15IGL05 15.6"" 81WQ00ERRK",25872,15.6,1366x768 HD ,Intel Celeron ,2.0,N4020 ,1.1,Intel UHD Graphics ,8.0,SSD ,DOS / без ОС ,1700.0,Lenovo 
Lenovo ThinkPad T14s 21BR00DWRT,194296,14.0,1920х1200 ,Intel Core i7 ,12.0,1260P ,2.1,Intel Iris Xe Graphics ,16.0,SSD ,DOS / без ОС ,1210.0,Lenovo 
Lenovo ThinkPad T14 21AH00F3RT,212890,14.0,1920х1200 ,Intel Core i7 ,12.0,1260P ,2.1,Intel Iris Xe Graphics ,16.0,SSD ,Windows 11 Pro ,1478.0,Lenovo 
Machenike Machcreator-16 MC-16i512500HQ120HGM00RU,83800,16.0,2560x1440 2k WQHD ,Intel Core i5 ,12.0,12500H ,3.3,Intel Iris Xe Graphics ,16.0,SSD ,DOS / без ОС ,1700.0,Machenike 
ASUS B5302FEA-LF0803W 90NX03R1-M007B0,95360,13.3,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel Iris Xe Graphics ,8.0,SSD ,Windows 10 Home 64-bit ,1300.0,ASUS 
Acer Extensa 15 EX215-22-R53Z NX.EG9ER.00J,30900,15.6,1920x1080 FHD ,Intel Pentium Silver ,2.0,3050U ,2.3,AMD Radeon R3 ,4.0,SSD ,no OS (без операционной системы) ,1900.0,Acer 
Lenovo Lenovo IdeaPad 5 Pro 16IAH7 82SK002URK,120023,16.0,2560х1600 ,Intel Core i5 ,12.0,12500H ,2.5,Intel Arc A370M ,16.0,SSD ,no OS (без операционной системы) ,1900.0,Lenovo 
HP 440 G8 2X7U4EA,63880,14.0,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel UHD Graphics ,8.0,SSD ,Windows 10 Pro 64-bit ,1705.2024914285716,HP 
Gigabyte Aero 16 XE5-73RU944HP,175000,16.0,3840x2160 4k UHD ,Intel Core i7 ,14.0,12700H ,3.5,NVIDIA GeForce RTX 3070 Ti ,32.0,SSD ,Windows 11 Pro ,1705.2024914285716,Gigabyte 
HP ProBook 455 G8 4K779EA,86000,15.6,1920x1080 FHD ,AMD Ryzen 5 ,6.0,5600U ,2.3,AMD Radeon Graphics ,8.0,SSD ,Windows 10 Pro 64-bit ,1700.0,HP 
Huawei MateBook B3-410 53012KFU,72000,14.0,1920x1080 FHD ,Intel Core i5 ,4.0,10210U ,1.6,Intel UHD Graphics ,8.0,SSD ,Windows 10 Pro 64-bit ,1380.0,Huawei 
HIPER SLIM H1306O5165HM,77000,13.3,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,1.3,Intel UHD Graphics ,16.0,SSD ,Windows 10 ,1260.0,HIPER 
MSI Stealth 15M B12UE-024 (QWERTZ) 9S7-15B111-024,183000,15.6,1920x1080 FHD ,Intel Core i7 ,4.0,1280P ,1.8,NVIDIA GeForce RTX 3060 ,16.0,SSD ,Windows 11 Pro ,1.8,MSI 
Lenovo K14 Gen 1 21CSS1BL00,91846,14.0,1920x1080 FHD ,Intel Core i7 ,4.0,1165G7 ,2.8,Intel Iris Xe Graphics ,16.0,SSD ,no OS (без операционной системы) ,1500.0,Lenovo 
ASUS B1500CEAE-EJ2555 90NX0441-M00C00,68510,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1700.0,ASUS 
Lenovo IdeaPad 3 15ITL6 82H801QTRK,37191,15.6,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel UHD Graphics ,4.0,HDD ,DOS / без ОС ,1650.0,Lenovo 
NERPA Caspica I552-15 I552-15AB165100K,79942,15.6,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,1.3,Intel UHD Graphics ,16.0,SSD ,no OS (без операционной системы) ,1750.0,NERPA 
ASUS UX482EA-HY219R 90NB0S41-M03870,112000,14.0,1920x1080 FHD ,Intel Core i7 ,4.0,1165G7 ,2.4,Intel Iris Xe Graphics ,16.0,SSD ,Windows 10 Pro 64-bit ,1705.2024914285716,ASUS 
HP 255 G8 27K56EU,50356,15.6,1920x1080 FHD ,AMD Ryzen 3 ,2.0,3250U ,2.6,AMD Radeon Vega 3 ,8.0,SSD ,Windows 10 Pro 64-bit ,1740.0,HP 
Lenovo IdeaPad 5 Pro 16ACH6 82L500UPRK,87967,16.0,2560х1600 ,AMD Ryzen 5 ,6.0,5600H ,3.3,AMD Radeon Graphics ,8.0,SSD ,Windows 11 Home ,1900.0,Lenovo 
Lenovo V15 G2 ITL 82KB0006RU,38990,15.6,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel UHD Graphics ,8.0,SSD ,no OS (без операционной системы) ,1700.0,Lenovo 
"Machenike Star-15C 15.6"" S15C-i912900H30606GF144HH00RU",116000,15.6,1920x1080 FHD ,Intel Core i9 ,4.0,12900H ,3.2,NVIDIA GeForce RTX 3060 ,16.0,SSD ,DOS / без ОС ,2200.0,Machenike 
"HP HP15-dw3001na 15.6"" 593J2EA",52869,15.6,1920x1080 FHD ,Intel Core i3 ,4.0,1125G4 ,2.0,Intel UHD Graphics ,8.0,SSD ,Windows 11 Home ,1750.0,HP 
Lenovo ThinkBook 15 G2 ITL 20VE00RBRU,101370,15.6,1920x1080 FHD ,Intel Core i7 ,4.0,1165G7 ,2.8,Intel Iris Xe Graphics ,16.0,SSD ,no OS (без операционной системы) ,1700.0,Lenovo 
MSI Creator B12VE-810RU 9S7-158531-810,157000,16.0,1920x1080 FHD ,Intel Core i7 ,14.0,12650H ,2.3,Nvidia Geforce RTX 4050 ,16.0,SSD ,Windows 11 Pro ,2260.0,MSI 
Lenovo V14-IIL 82C4016BRU,33600,14.0,1920x1080 FHD ,Intel Core i3 ,2.0,1005G1 ,1.2,Intel UHD Graphics ,4.0,SSD ,Windows 10 Home 64-bit ,1600.0,Lenovo 
ASUS VivoBook 15X M1503QA-L1224 90NB0Y91-M00BT0,78184,15.6,1920x1080 FHD ,AMD Ryzen 7 ,8.0,5800H ,3.2,AMD Radeon Graphics ,16.0,SSD ,DOS / без ОС ,1900.0,ASUS 
Irbis Ноутбук-трансформер IRBIS NB121,19000,11.6,1366x768 HD ,Intel Celeron ,2.0,N4020 ,1.1,Intel HD Graphics 6000 ,4.0,SSD ,Windows 10 Home 64-bit ,1705.2024914285716,Irbis 
ASUS PRO B1500CEPE-BQ1300 90NX0411-M012Y0,110428,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,NVIDIA GeForce MX330 ,16.0,SSD ,DOS / без ОС ,1700.0,ASUS 
CHUWI CoreBook X 14,47153,14.0,2160x1440 ,Intel Core i3 ,4.0,10110U ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,Windows 11 Home ,1705.2024914285716,CHUWI 
HP EliteBook 840 G8 459G0EA,102777,14.0,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,Windows 10 Pro 64-bit ,1320.0,HP 
Irbis NB665,13000,13.5,3000x2000 ,Intel Pentium ,4.0,J3710 ,1.6,Intel HD Graphics 405 ,4.0,eMMC ,Windows 10 Pro 64-bit ,1185.0,Irbis 
HP EliteBook 845 G8 6Z1T3E8 / 1W3K6AV,110361,14.0,1920x1080 FHD ,AMD Ryzen 5 PRO ,6.0,5650U ,2.3,AMD Radeon Graphics ,16.0,SSD ,DOS / без ОС ,1370.0,HP 
Lenovo ThinkPad E15 G4 21E6007RUS,139664,15.6,1920x1080 FHD ,Intel Core i7 ,10.0,1255U ,3.5,Intel Iris Xe Graphics ,16.0,SSD ,Windows 11 Pro ,1700.0,Lenovo 
ASUS F415MA-EK647W 90NB0TG2-M005S0,26334,14.0,1920x1080 FHD ,Intel Pentium Silver ,4.0,N5030 ,1.1,Intel UHD Graphics 605 ,4.0,SSD ,Windows 11 Home ,1300.0,ASUS 
HP Probook 440 G9 6A1S4EU,129874,14.0,1920x1080 FHD ,Intel Core i5 ,12.0,1240P ,1.7,Intel Iris Xe Graphics ,16.0,SSD ,DOS / без ОС ,1380.0,HP 
Lenovo Lenovo Yoga 6 13ALC7 82UD000CRU,96890,13.3,1920х1200 ,AMD Ryzen 5 ,6.0,5500U ,2.1,AMD Radeon Graphics ,8.0,SSD ,Windows 11 Home ,1370.0,Lenovo 
HP 250 G8 5B6K8EA,61750,15.6,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel UHD Graphics ,8.0,SSD ,Windows 11 Home ,1740.0,HP 
HP 250 G8 3V5F8EA,46880,15.6,1920x1080 FHD ,Intel Celeron ,2.0,N4020 ,1.1,Intel UHD Graphics ,8.0,SSD ,Windows 10 Home 64-bit ,1800.0,HP 
Lenovo IdeaPad Gaming 3 15IAH7 82S9004QRK,135146,15.6,1920x1080 FHD ,Intel Core i5 ,12.0,12500H ,2.5,NVIDIA GeForce RTX 3060 ,16.0,SSD ,no OS (без операционной системы) ,2310.0,Lenovo 
Apple MacBook Pro A2442 Z15G000PM,290000,14.2,3024х1964 ,Apple M1 ,4.0,M1 Pro ,2.4,Intel Iris Xe Graphics ,32.0,SSD ,MAC OS ,1705.2024914285716,Apple 
HIPER DZEN MTL1569 U0WHH89N,77100,15.6,1920x1080 FHD ,Intel Core i7 ,4.0,1165G7 ,2.8,NVIDIA GeForce MX450 ,16.0,SSD ,Windows 10 ,1700.0,HIPER 
TCL BOOK 14 Go Skywriting B220G_Skywriting 8+256,22900,14.0,1366x768 HD ,Qualcomm Snapdragon 7c Gen 1 ,8.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,Windows 11 Home ,1.28,TCL 
ASUS A571LH-BQ454 90NB0QJ1-M07430,75000,15.6,1920x1080 FHD ,Intel Core i7 ,8.0,10870H ,2.2,NVIDIA GeForce GTX 1650 ,16.0,SSD ,no OS (без операционной системы) ,2140.0,ASUS 
HP ProBook 445 G8 4K852EA,91611,14.0,1920x1080 FHD ,AMD Ryzen 5 ,6.0,5600U ,2.3,AMD Radeon Graphics ,8.0,SSD ,Windows 10 Pro 64-bit ,1370.0,HP 
HP 250 G8 2W8X9EA,64136,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1740.0,HP 
MSI Vector GP66 12UGSO-671RU 9S7-154424-671,146000,15.6,1920x1080 FHD ,Intel Core i7 ,14.0,12700H ,2.3,NVIDIA GeForce RTX 3070 Ti ,16.0,SSD ,Windows 11 Home ,2380.0,MSI 
ASUS S533EA-BN240 90NB0SF3-M06400,56000,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,no OS (без операционной системы) ,1800.0,ASUS 
Lenovo IdeaPad 5 15ABA7 82SG004VRM,69682,15.6,1920x1080 FHD ,AMD Ryzen 7 ,8.0,5825U ,2.0,AMD Radeon Graphics ,16.0,SSD ,DOS / без ОС ,1770.0,Lenovo 
HP EliteBook 840 G8 3C6D7ES,95456,14.0,1920x1080 FHD ,Intel Core i5 ,4.0,1145G7 ,2.6,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1320.0,HP 
HP EliteBook 840 Aero G8 6E838PA,162705,14.0,1920x1080 FHD ,Intel Core i7 ,4.0,1165G7 ,2.8,Intel Iris Xe Graphics ,16.0,SSD ,Windows 10 Pro Eng Language ,1130.0,HP 
Xiaomi Pro RedmiBook RMA2203-AG,76000,14.0,2560х1600 ,AMD Ryzen 5 PRO ,6.0,6600H ,3.3,AMD Radeon Graphics ,16.0,SSD ,Windows 10 trial ,1705.2024914285716,Xiaomi 
ASUS TUF A15 FA506IHR-HN047W Q1 90NR07G7-M000Z0,69910,15.6,1920x1080 FHD ,AMD Ryzen 5 ,6.0,4600H ,3.0,NVIDIA GeForce GTX 1650 ,8.0,SSD ,Windows 11 Home ,2300.0,ASUS 
Lenovo Legion 5 Pro 16ARH7H 82RF00NBRK,249243,16.0,2560х1600 ,Intel Core i9 ,14.0,12900H ,2.5,NVIDIA GeForce RTX 3070 Ti ,32.0,SSD ,no OS (без операционной системы) ,2490.0,Lenovo 
Lenovo Yoga Slim 7 Pro 14IHU5 82NC00DMRK,110284,14.0,2240x1400 ,Intel Core i5 ,4.0,11300H ,3.1,Intel Iris Xe Graphics ,8.0,SSD ,Windows 11 Home ,1300.0,Lenovo 
MSI GF63 Thin 11UD-222XRU 9S7-16R612-222,74000,15.6,1920x1080 FHD ,Intel Core i7 ,8.0,11800H ,2.3,NVIDIA GeForce RTX 3050 Ti ,8.0,SSD ,DOS / без ОС ,1860.0,MSI 
Lenovo Legion 5 15IAH7H 82RB001BRU,220890,15.6,2560x1440 2k WQHD ,Intel Core i7 ,14.0,12700H ,2.3,NVIDIA GeForce RTX 3070 Ti ,32.0,SSD ,Windows 11 Home ,2400.0,Lenovo 
Acer Swift 3 SF314-43 (NX.AB1ER.00U),59600,14.0,1920x1080 FHD ,AMD Ryzen 5 ,6.0,5500U ,2.1,AMD Radeon Graphics ,8.0,SSD ,DOS / без ОС ,1200.0,Acer 
Lenovo ThinkPad T14 21AH008FRT,233314,14.0,1920х1200 ,Intel Core i7 ,12.0,1260P ,2.1,NVIDIA GeForce MX550 ,16.0,SSD ,Windows 11 Pro ,1320.0,Lenovo 
ASUS Vivobook Pro 14 N7400PC-KM225 90NB0U43-M008Z0,132649,14.0,2880x1800 ,Intel Core i7 ,4.0,11370H ,3.3,NVIDIA GeForce RTX 3050 ,16.0,SSD ,DOS / без ОС ,1400.0,ASUS 
MSI Pulse GL66 12UDK-697RU 9S7-158414-697,105000,15.6,1920x1080 FHD ,Intel Core i7 ,14.0,12700H ,2.3,NVIDIA GeForce RTX 3050 Ti ,16.0,SSD ,Windows 11 Home ,2250.0,MSI 
ASUS Expertbook L2 L2402CYA-EB0116 90NX04R1-M004P0,109556,14.0,1920x1080 FHD ,AMD Ryzen 5 ,6.0,5625U ,2.4,AMD Radeon Graphics ,16.0,SSD ,no OS (без операционной системы) ,1600.0,ASUS 
HIPER NOTEBOOK H1579O5DV165WM,79000,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,NVIDIA GeForce MX450 ,16.0,SSD ,Windows 10 Pro 64-bit ,1780.0,HIPER 
Dell Vostro 3500 3500-1182,47200,15.6,1280x720 ,Intel Core i5 ,4.0,1135G7 ,2.4,NVIDIA GeForce MX330 ,8.0,SSD ,Ubuntu ,1705.2024914285716,Dell 
Maibenben M547 M5471SB0LSRE0,44299,15.6,1920x1080 FHD ,AMD Ryzen 7 ,4.0,4700U ,2.0,Intel Iris Xe Graphics ,8.0,SSD ,Linux ,1705.2024914285716,Maibenben 
MSI GF63 Thin 11UD-223XRU 9S7-16R612-223,71000,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1705.2024914285716,MSI 
ASUS TN3402QA-LZ178 90NB0WT1-M00870,93201,14.0,1920х1200 ,AMD Ryzen 7 ,8.0,5800H ,3.2,AMD Radeon Vega 8 ,16.0,SSD ,DOS / без ОС ,1500.0,ASUS 
Lenovo IdeaPad 3 15IML05 81WB00QVRE,24010,15.6,1920x1080 FHD ,Intel Celeron ,2.0,5205U ,1.9,Intel UHD Graphics 610 ,4.0,HDD ,DOS / без ОС ,1700.0,Lenovo 
Lenovo Legion 5 15IAH7 82RC000KRU,142558,15.6,1920x1080 FHD ,Intel Core i5 ,12.0,12500H ,2.5,NVIDIA GeForce RTX 3050 ,16.0,SSD ,Windows 11 Home ,2350.0,Lenovo 
HP VICTUS 15-fa0032dx 68Y11UA,154000,15.6,1920x1080 FHD ,Intel Core i7 ,10.0,12650H ,2.4,NVIDIA GeForce RTX 3050 Ti ,16.0,SSD ,Windows 11 Home ,1700.0,HP 
HP 250 G8 3V5L7EA,61724,15.6,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel HD Graphics ,8.0,SSD ,DOS / без ОС ,1740.0,HP 
HIPER WORKBOOK 1564 KC29H2B4,35500,15.6,1920x1080 FHD ,Intel Core i3 ,2.0,10110U ,2.1,Intel UHD Graphics ,8.0,SSD ,Windows 10 ,1705.2024914285716,HIPER 
HIPER OFFICE HLP H1574O582DM,61500,15.6,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,1.3,Intel UHD Graphics ,8.0,SSD ,DOS / без ОС ,1700.0,HIPER 
ASUS TP3402ZA-LZ259W 90NB0WR1-M00AW0,77570,14.0,1920х1200 ,Intel Core i3 ,10.0,1220P ,1.5,Intel UHD Graphics ,8.0,SSD ,Windows 11 Home ,1500.0,ASUS 
Lenovo IdeaPad  Gaming 3 16IAH7 82SA00DHRK,141386,16.0,1920х1200 ,Intel Core i5 ,14.0,12500H ,2.5,NVIDIA GeForce RTX 3050 Ti ,16.0,SSD ,DOS / без ОС ,1705.2024914285716,Lenovo 
"Lenovo Thinkbook 15 G3 ACL Ryzen 3 5300U 8Gb SSD256Gb AMD Radeon 15.6"" IPS FHD (1920x1080) Windows 10 Professional 64 grey Cam 21A4003SRU",99890,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1705.2024914285716,Lenovo 
Lenovo IdeaPad 3 15ITL6 82H8005HRK,39850,15.6,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel UHD Graphics ,8.0,SSD ,no OS (без операционной системы) ,1650.0,Lenovo 
Irbis NB282,15100,14.0,1366x768 HD ,Intel Celeron ,2.0,3350 ,1.1,Intel HD Graphics 500 ,4.0,eMMC ,Windows 10 ,1200.0,Irbis 
Lenovo Legion 5 Pro 16ARH7H 82RG000QRK,164440,16.0,2560х1600 ,AMD Ryzen 7 ,8.0,6800H ,3.2,NVIDIA GeForce RTX 3060 ,16.0,SSD ,no OS (без операционной системы) ,2490.0,Lenovo 
ASUS VivoBook X415EA-EB512 90NB0TT2-M11910,41100,14.0,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel UHD Graphics ,8.0,SSD ,no OS (без операционной системы) ,1550.0,ASUS 
Dell Latitude 5430 5430-9513,108860,14.0,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,3.3,Intel Iris Xe Graphics ,8.0,SSD ,Linux ,1370.0,Dell 
Lenovo IP 5 Pro 16IAH7 82SK006KRK,139897,16.0,2560х1600 ,Intel Core i5 ,12.0,12500H ,1.8,Intel Arc A370M ,16.0,SSD ,DOS / без ОС ,1950.0,Lenovo 
Machenike Star-15C S15C-i712700H3050Ti4GF144LH00RU,99000,15.6,1920x1080 FHD ,Intel Core i7 ,4.0,12700H ,3.5,NVIDIA GeForce RTX 3050 Ti ,16.0,SSD ,DOS / без ОС ,2200.0,Machenike 
Infinix Infinix Inbook X2 PLUS XL25,46950,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1155G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,Windows 11 Home ,1705.2024914285716,Infinix 
ASUS M1603QA-MB261 90NB0Y81-M00H20,51000,16.0,1920х1200 ,AMD Ryzen 5 ,6.0,5600H ,3.3,AMD Radeon Graphics ,16.0,SSD ,no OS (без операционной системы) ,1880.0,ASUS 
Lenovo IdeaPad 1 14ADA05 81W000QGRU,52350,14.0,1920x1080 FHD ,AMD ,2.0,3020e ,1.2,AMD Radeon Graphics ,8.0,SSD ,Windows 10 Home 64-bit ,1400.0,Lenovo 
Ультрабук Acer Swift 3 SF314-512-57Y7 NX.K0EER.003,76000,14.0,1920x1080 FHD ,Intel Core i5 ,12.0,1240P ,1.2,Intel Iris Xe Graphics ,8.0,SSD ,Windows 11 Home ,1250.0,Acer 
Maibenben P615 P6152SF0LSRE0,64526,16.0,2560х1600 ,Intel Core i5 ,4.0,11320H ,3.2,Intel Iris Xe Graphics ,16.0,SSD ,Linux ,1570.0,Maibenben 
Lenovo ThinkBook 15 G4 IAP 21DJ001DRU,82670,15.6,1920x1080 FHD ,Intel Core i5 ,2.0,1235U ,1.3,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1700.0,Lenovo 
MSI Modern 15 B12HW-002XRU 9S7-15H212-002,52000,15.6,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,1.3,Intel Arc A370M ,8.0,SSD ,DOS / без ОС ,1750.0,MSI 
Lenovo IdeaPad 5 Pro 14ARH7 82SJ0010RK,91890,14.0,2880x1800 ,AMD Ryzen 5 ,6.0,6600HS ,3.3,AMD Radeon Graphics ,16.0,SSD ,no OS (без операционной системы) ,1410.0,Lenovo 
Lenovo ThinkBook 14 G4 IAP 21DH0072RU,161693,14.0,1920x1080 FHD ,Intel Core i7 ,10.0,1255U ,1.2,Intel Iris Xe Graphics ,16.0,SSD ,DOS / без ОС ,1400.0,Lenovo 
HP HP15s-eq3053ci 6M879EA,79975,15.6,1920x1080 FHD ,AMD Ryzen 7 ,4.0,5825U ,2.4,Intel Iris Xe Graphics ,16.0,SSD ,Windows 11 Home ,1705.2024914285716,HP 
HIPER EXPERTBOOK MTL1601 MTL1601B1135WH,63700,16.1,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel UHD Graphics ,8.0,SSD ,Windows 10 Home 64-bit ,1705.2024914285716,HIPER 
HP 440 G8 32M53EA,103680,14.0,1920x1080 FHD ,Intel Core i7 ,4.0,1165G7 ,2.8,Intel Iris Graphics ,8.0,SSD ,DOS / без ОС ,1705.2024914285716,HP 
Lenovo ThinkPad X1 NANO G2 21E80012US,145114,13.0,2160x1350 ,Intel Core i7 ,12.0,1260P ,2.1,Intel Iris Xe Graphics ,16.0,SSD ,Windows 11 Pro ,966.0,Lenovo 
Xiaomi Pro RedmiBook XMA2006-RB,81000,14.0,2560х1600 ,AMD Ryzen 5 ,8.0,5625U ,2.0,AMD Radeon Graphics ,16.0,SSD ,Windows 10 trial ,1700.0,Xiaomi 
ASUS X513EA-BQ1967T 90NB0SG4-M30210,65600,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,Windows 10 Home 64-bit ,1800.0,ASUS 
Lenovo ThinkPad X1 Carbon Gen 10 21CBA003CD,237500,14.0,2240x1400 ,Intel Core i7 ,12.0,1260P ,3.4,Intel Iris Xe Graphics ,16.0,SSD ,Windows 11 Pro ,1705.2024914285716,Lenovo 
Lenovo V15-IIL 82C500JQRU,34500,15.6,1920x1080 FHD ,Intel Core i3 ,2.0,1005G1 ,1.2,Intel UHD Graphics ,4.0,HDD ,DOS / без ОС ,1850.0,Lenovo 
