name,price,screen_size,display_resolution,cpu,proccessor_cores,set_of_cpu,cpu_frequency,gpu,ram,memory,operating_system,weight,brand
Lenovo ThinkPad X1 Carbon 10 21CB006QRT,240574,14.0,1920х1200 ,Intel Core i5 ,12.0,1240P ,1.7,Intel Iris Xe Graphics ,16.0,SSD ,Windows 11 Pro ,1120.0,Lenovo 
Lenovo ThinkPad T14 21AH00BCRT,157648,14.0,1920х1200 ,Intel Core i5 ,10.0,1235U ,1.3,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1478.0,Lenovo 
ASUS ASUS Zenbook 14 90NB0W95-M00CN0,124806,14.0,2880x1800 ,AMD Ryzen 5 ,6.0,5625U ,2.3,AMD Radeon Graphics ,8.0,SSD ,Windows 11 Home ,1390.0,ASUS 
F+ FLTP-5R FLTP-5R5-16512-W,51300,15.6,1920x1080 FHD ,AMD Ryzen 5 ,6.0,5600U ,2.6,AMD Radeon Vega Graphics ,16.0,SSD ,Windows 11 Home ,1760.0,F+ 
HP ProBook 445 G9 6F1U5EA,129610,14.0,1920x1080 FHD ,AMD Ryzen 7 ,8.0,5825U ,2.0,AMD Radeon Graphics ,8.0,SSD ,Windows 11 Pro ,1380.0,HP 
ASUS X415EA-EB512 90NB0TT2-M17960,45020,14.0,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel UHD Graphics ,8.0,SSD ,no OS (без операционной системы) ,1600.0,ASUS 
Lenovo ThinkPad X1 G10 21CB000FUS,208544,14.0,1920x1080 FHD ,Intel Core i7 ,12.0,1270P ,3.5,Intel Iris Xe Graphics ,32.0,SSD ,Windows 11 Pro ,1705.2024914285716,Lenovo 
HIPER EXPERTBOOK MTL1601 MTL1601A1115DS,49500,16.1,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,2.1,Intel UHD Graphics ,8.0,SSD ,DOS / без ОС ,1705.2024914285716,HIPER 
Dell LATITUDE 5530 CC-DEL1155D524,105700,15.6,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,1.3,Intel Iris Xe Graphics ,16.0,SSD ,Ubuntu ,1590.0,Dell 
HP 250 G8 2X7W7EA,46800,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1035G1 ,1.0,Intel UHD Graphics ,8.0,HDD ,DOS / без ОС ,1740.0,HP 
Lenovo IdeaPad 3 15IGL05 81WQ00JARK,37340,15.6,1920x1080 FHD ,Intel Pentium Silver ,4.0,N5030 ,1.1,Intel UHD Graphics 605 ,8.0,SSD ,no OS (без операционной системы) ,1700.0,Lenovo 
Lenovo Yoga 7 16IAP7 82QG003HRU,137862,16.0,2560х1600 ,Intel Core i5 ,12.0,1240P ,1.7,Intel Iris Xe Graphics ,16.0,SSD ,DOS / без ОС ,1980.0,Lenovo 
ASUS X1503ZA-L1232 90NB0WY1-M00NL0,84047,15.6,1920x1080 FHD ,Intel Core i5 ,12.0,12500H ,2.5,Intel Iris Xe Graphics ,16.0,SSD ,DOS / без ОС ,1730.0,ASUS 
ASUS P1512CEA-BQ0164 90NX05E1-M005X0,57793,15.6,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1705.2024914285716,ASUS 
Lenovo Legion Pro 7 16IRX8H 82WQ0039RK,349990,16.0,2560х1600 ,Intel Core i9 ,24.0,13900HX ,3.9,Nvidia Geforce RTX 4090 ,32.0,SSD ,DOS / без ОС ,2800.0,Lenovo 
TCL BOOK 14 Go Skywriting B220G_Skywriting,20200,14.0,1366x768 HD ,Qualcomm Snapdragon 7c Gen 1 ,8.0,1135G7 ,2.4,Intel Iris Xe Graphics ,4.0,SSD ,Windows 11 Home ,1280.0,TCL 
Lenovo Thinkbook 15 G2 20VE00LKEU,76057,15.6,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel UHD Graphics ,8.0,SSD ,DOS / без ОС ,1700.0,Lenovo 
HP 255 G8 3V5F3EA,54990,15.6,1920x1080 FHD ,AMD Ryzen 3 ,4.0,5300U ,2.6,AMD Radeon Graphics ,8.0,SSD ,DOS / без ОС ,1800.0,HP 
MSI Raider GE66 12UHS-211 (QWERTZ) 9S7-154414-211,269000,15.6,1920x1080 FHD ,Intel Core i9 ,14.0,12900HK ,2.5,NVIDIA GeForce RTX 3080 Ti ,32.0,SSD ,Windows 11 Pro ,2.38,MSI 
ASUS M513UA-L1611W +bag 90NB0TP1-M005E0,76274,15.6,1920x1080 FHD ,AMD Ryzen 5 ,6.0,5500U ,2.1,AMD Radeon Graphics ,16.0,SSD ,Windows 11 Home ,1800.0,ASUS 
HP 15s-eq2042na 593J3EA,53389,15.6,1920x1080 FHD ,AMD Ryzen 3 ,4.0,5300U ,2.6,AMD Radeon Graphics ,8.0,SSD ,DOS / без ОС ,1690.0,HP 
ASUS TUF FX506HEB-HN169 90NR0703-M04360,97610,15.6,1920x1080 FHD ,Intel Core i5 ,6.0,11400H ,2.7,NVIDIA GeForce RTX 3050 Ti ,16.0,SSD ,DOS / без ОС ,1705.2024914285716,ASUS 
HIPER EXPERTBOOK MTL1577 9907LD39,65650,15.6,1920x1080 FHD ,AMD Ryzen 5 ,6.0,5600U ,2.3,AMD Radeon Graphics ,16.0,SSD ,DOS / без ОС ,1700.0,HIPER 
ASUS VivoBook 16X M1603QA-MB254 90NB0Y82-M00FP0,71956,16.0,1920х1200 ,AMD Ryzen 7 ,8.0,5800H ,3.2,AMD Radeon RX Vega 7 ,16.0,SSD ,DOS / без ОС ,1900.0,ASUS 
Apple MacBook Air Z1240002B,133000,16.0,3456х2234 ,Apple M1 Max ,10.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,MAC OS ,2170.0,Apple 
HIPER EXPERTBOOK MTL1577 C53QHD0A,63200,15.6,1920x1080 FHD ,AMD Ryzen 7 ,8.0,5800U ,1.9,AMD Radeon Graphics ,8.0,SSD ,DOS / без ОС ,1700.0,HIPER 
Huawei MateBook B5-430(KLVDZ-WFE9) 53013FCQ,124900,14.0,2160x1440 ,Intel Core i7 ,4.0,1165G7 ,2.8,Intel Iris Xe Graphics ,16.0,SSD ,Windows 10 Pro 64-bit ,1490.0,Huawei 
MSI Modern 14 C5M-010XRU 9S7-14JK12-010,45500,14.0,1920x1080 FHD ,AMD Ryzen 5 ,6.0,5625U ,2.3,AMD Radeon Graphics ,16.0,SSD ,DOS / без ОС ,1400.0,MSI 
ASUS X415JF-EK155T 90NB0SV3-M01950,34900,14.0,1920x1080 FHD ,Intel Pentium ,2.0,6805 ,1.1,NVIDIA GeForce MX130 ,4.0,SSD ,Windows 10 Home 64-bit ,1705.2024914285716,ASUS 
Lenovo IdeaPad 3 15ITL6 82H800LNRK,38269,15.6,1920x1080 FHD ,Intel Core i3 ,4.0,1115G4 ,3.0,Intel UHD Graphics ,4.0,HDD ,DOS / без ОС ,1650.0,Lenovo 
Lenovo IdeaPad Gaming 3 16IAH7 82SA0087RK,112890,16.0,1920х1200 ,Intel Core i5 ,8.0,12450H ,2.0,NVIDIA GeForce RTX 3050 ,16.0,SSD ,no OS (без операционной системы) ,2600.0,Lenovo 
Lenovo ThinkBook 15-ABA 21DL0005RU,98735,15.0,1920x1080 FHD ,AMD Ryzen 5 ,6.0,5625U ,2.3,AMD Radeon Vega 7 ,8.0,SSD ,Windows 11 Pro ,1700.0,Lenovo 
ASUS TUF FX507ZE-HN067 90NR09M1-M004X0,108000,15.6,1920x1080 FHD ,Intel Core i7 ,14.0,12700H ,2.3,NVIDIA GeForce RTX 3050 Ti ,8.0,SSD ,DOS / без ОС ,2200.0,ASUS 
Lenovo IdeaPad 5 15IAL7 82SF001VRK,104020,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1705.2024914285716,Lenovo 
ASUS TUF Dash F15 FX517ZC-HN044 90NR09L1-M001N0,97792,15.6,1920x1080 FHD ,Intel Core i5 ,8.0,12450H ,2.0,NVIDIA GeForce RTX 3050 ,8.0,SSD ,DOS / без ОС ,2000.0,ASUS 
Lenovo Thinkbook 15 G3 ACL 21A4003ERU,62230,15.6,1920x1080 FHD ,AMD Ryzen 5 ,6.0,5500U ,2.1,AMD Radeon Graphics ,8.0,SSD ,no OS (без операционной системы) ,3200.0,Lenovo 
ASUS M1403QA-LY110 90NB0Y11-M006W0,61593,14.0,1920х1200 ,AMD Ryzen 5 ,6.0,5600H ,3.3,AMD Radeon Vega 7 ,16.0,SSD ,DOS / без ОС ,1600.0,ASUS 
Razer Blade 15 RZ09-0421NEG3-R3E1,282000,15.6,2560x1440 2k WQHD ,Intel Core i9 ,14.0,12900Н ,1.8,NVIDIA GeForce RTX 3070 Ti ,16.0,SSD ,Windows 11 Home ,2020.0,Razer 
Lenovo ThinkPad Yoga L13 gen2 21AD003FRT,150650,13.3,1920x1080 FHD ,AMD Ryzen 5 PRO ,6.0,5650U ,2.3,AMD Radeon Graphics ,8.0,SSD ,Windows 10 Pro 64-bit ,1705.2024914285716,Lenovo 
Lenovo ThinkBook 15 G2 ITL 20VE0052RU,89590,15.6,1920x1080 FHD ,Intel Core i7 ,4.0,1165G7 ,2.8,Intel Iris Xe Graphics ,8.0,SSD ,no OS (без операционной системы) ,1700.0,Lenovo 
ASUS VivoBook 15 OLED K513EA-L11950 90NB0SG1-M30650,59000,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,16.0,SSD ,no OS (без операционной системы) ,1800.0,ASUS 
ASUS TUF FX506LH-HN277 90NR03U2-M08550,81974,15.6,1920x1080 FHD ,Intel Core i5 ,8.0,10300H ,2.5,NVIDIA GeForce GTX 1650 ,16.0,SSD ,DOS / без ОС ,2300.0,ASUS 
Apple Apple MacBook Pro MK1F3B/A,259000,16.2,3456х2234 ,Apple M1 Pro ,10.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,MAC OS ,2150.0,Apple 
Acer EX215-52-37WL Extensa NX.EG8ER.015,39900,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1705.2024914285716,Acer 
"Huawei 14"" 53013plu",44000,14.0,1920x1080 FHD ,Intel Core i3 ,4.0,1135G7 ,3.0,Intel UHD Graphics ,8.0,SSD ,Windows 11 Home ,1400.0,Huawei 
Acer TravelMate P2 TMP215-53-36CS NX.VPVER.00B,60650,15.6,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel UHD Graphics ,8.0,SSD ,Windows 10 Pro 64-bit ,1705.2024914285716,Acer 
Acer TravelMate P2 TMP214-41-G2-R0JA NX.VSAER.005,96920,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1705.2024914285716,Acer 
"Irbis 15.6"" 15NBC1005",34000,15.6,1920x1080 FHD ,AMD Ryzen 3 ,2.0,3200U ,2.6,AMD Radeon Vega 3 ,8.0,SSD ,Windows 11 Pro ,1650.0,Irbis 
ASUS X515JA-BQ3021 90NB0SR2-M02PZ0,52180,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1035G1 ,1.0,Intel UHD Graphics ,8.0,SSD ,DOS / без ОС ,1800.0,ASUS 
Lenovo ThinkBook 15 G2 ITL 20VE00RGRU,70300,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,no OS (без операционной системы) ,1700.0,Lenovo 
ASUS B1400CBA-EB0766 90NX0571-M00ZA0,67800,14.0,1920x1080 FHD ,Intel Core i3 ,6.0,1215U ,1.2,Intel UHD Graphics ,8.0,SSD ,DOS / без ОС ,1450.0,ASUS 
HP ZBook Studio G8 4F8L6EA,476100,15.6,3840x2160 4k UHD ,Intel Core i9 ,8.0,11900H ,2.4,NVIDIA RTX A3000 ,32.0,SSD ,Windows 10 Pro 64-bit ,1800.0,HP 
ASUS Zenbook Pro Duo UX582HM-H2069 90NB0V11-M003T0,272079,15.6,3840x2160 4k UHD ,Intel Core i7 ,8.0,11800H ,2.3,NVIDIA GeForce RTX 3060 ,16.0,SSD ,no OS (без операционной системы) ,1500.0,ASUS 
MSI Creator Z16 A12UET 9S7-157211-063,165000,16.0,2560х1600 ,Intel Core i7 ,14.0,12700H ,2.3,NVIDIA GeForce RTX 3060 ,16.0,SSD ,Windows 11 Home ,2200.0,MSI 
Lenovo ThinkPad E15 21ED003RRT,143383,15.0,1920x1080 FHD ,AMD Ryzen 7 ,8.0,5825U ,2.0,AMD Radeon Graphics ,16.0,SSD ,Windows 11 Pro ,1780.0,Lenovo 
Lenovo IdeaPad L3 15IML05 81Y300T2RK,61250,15.6,1920x1080 FHD ,Intel Core i7 ,4.0,10510U ,1.8,NVIDIA GeForce MX330 ,12.0,HDD+SSD (отдельный) ,DOS / без ОС ,2200.0,Lenovo 
Lenovo Legion 5 15ARH7H 82RD000RRK,149416,15.6,1920x1080 FHD ,AMD Ryzen 5 ,6.0,6600H ,3.3,NVIDIA GeForce RTX 3060 ,16.0,SSD ,no OS (без операционной системы) ,2400.0,Lenovo 
Lenovo Legion 5 Pro 16ARH7H 82RG000KRU,195638,16.0,2560х1600 ,AMD Ryzen 5 ,8.0,6600H ,3.3,NVIDIA GeForce RTX 3060 ,32.0,SSD ,Windows 11 Home ,2490.0,Lenovo 
Lenovo ThinkPad X1 21CCSBJQ00,235790,14.0,2240x1400 ,Intel Core i5 ,12.0,1240P ,1.3,Intel Iris Xe Graphics ,16.0,SSD ,Windows 11 Pro ,1120.0,Lenovo 
"Lenovo ThinkBook 14 G4+ IAP 14"" 21CX0017RU",126690,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1705.2024914285716,Lenovo 
Dell Latitude 5530 L-5530-i5-8-256-W,114056,15.6,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,1.3,Intel Iris Xe Graphics ,8.0,SSD ,Windows 11 Pro ,1590.0,Dell 
Lenovo Thinkpad X1 Carbon Gen10 21CCSBF001,277890,14.0,1920х1200 ,Intel Core i7 ,4.0,1265U vPro ,2.4,Intel Iris Xe Graphics ,16.0,SSD ,Windows 11 Pro ,1120.0,Lenovo 
Aquarius Cmp NS685U R11 (Исп.3) QRCN-NS685151618S125SCN2TWNNN2,139000,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,10210U ,1.6,Intel UHD Graphics ,8.0,SSD ,DOS / без ОС ,1800.0,Aquarius 
HIPER EXPERTBOOK MTL1601 MTL1601A1210UWP,58100,16.1,1920x1080 FHD ,Intel Core i3 ,6.0,1210U ,2.4,Intel UHD Graphics ,8.0,SSD ,Windows 10 Pro 64-bit ,1705.2024914285716,HIPER 
Dell Latitude 5430 486-74657,139886,14.0,1920x1080 FHD ,Intel Core i7 ,10.0,1255U ,1.7,Intel Iris Xe Graphics ,16.0,SSD ,DOS / без ОС ,2000.0,Dell 
Lenovo ThinkPad X1 Carbon Gen 10 21CB0074RT,296621,14.0,1920х1200 ,Intel Core i7 ,12.0,1260P ,2.1,Intel Iris Xe Graphics ,16.0,SSD ,Windows 11 Pro ,1120.0,Lenovo 
Huawei MateBook B3-420 53012AHP,81200,14.0,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,16.0,SSD ,Windows 10 Pro 64-bit ,1380.0,Huawei 
Acer Swift X SFX14-41G-R5NZ NX.AU1ER.006,70000,14.0,1920x1080 FHD ,AMD Ryzen 5 ,6.0,5500U ,2.1,NVIDIA GeForce GTX 1650 ,8.0,SSD ,Windows 11 Home ,1500.0,Acer 
Lenovo ThinkPad Yoga L13 gen2 21AD003DRT,131260,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1705.2024914285716,Lenovo 
HP 450 G8 2X7X3EA,113540,15.6,1920x1080 FHD ,Intel Core i7 ,4.0,1165G7 ,2.8,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1705.2024914285716,HP 
Lenovo K14 Gen 1 21CSS1BH00,82309,14.0,1920x1080 FHD ,Intel Core i7 ,4.0,1165G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1705.2024914285716,Lenovo 
Lenovo IdeaPad Gaming 3 15IMH05 81Y400P3RK,101774,15.6,1920x1080 FHD ,Intel Core i7 ,6.0,10750H ,2.6,NVIDIA GeForce GTX 1650 Ti ,16.0,SSD ,DOS / без ОС ,2200.0,Lenovo 
Lenovo V15 G2 82KB011HAK,46007,15.6,1980x1080 ,Intel Core i5 ,4.0,1135G7 ,2.4,NVIDIA GeForce MX350 ,8.0,SSD ,DOS / без ОС ,1700.0,Lenovo 
Dell Latitude 5430 L-5430-8-256-W,113315,14.0,1920x1080 FHD / 1920x1080 FHD ,Intel Core i5 / Intel Core i5 ,10.0,1235U / 1235U ,1.3,Intel Iris Xe Graphics / Intel Iris Xe Graphics ,8.0,SSD / SSD ,Windows 11 Pro / Windows 11 Pro ,1360.0,Dell 
"Irbis 11.6"" NB122",18000,11.6,1366x768 HD ,Intel Celeron ,2.0,N3350 ,1.1,Intel HD Graphics ,4.0,SSD ,Windows 10 Pro 64-bit ,990.0,Irbis 
"Lenovo ThinkPad L13 13.3"" G3 21B3S07U00",90697,13.3,1920х1200 ,Intel Core i5 ,10.0,1235U ,1.3,Intel Iris Xe Graphics ,16.0,SSD ,Windows 10 Pro 64-bit ,1380.0,Lenovo 
ASUS M515DA-BQ1255T 90NB0T41-M20710,37900,15.6,1920x1080 FHD ,AMD Ryzen 3 ,2.0,3250U ,2.6,AMD Radeon Graphics ,8.0,SSD ,Windows 10 Home 64-bit ,1800.0,ASUS 
ASUS X1403ZA-LY193 90NB0WQ1-M00B20,73770,14.0,1920х1200 ,Intel Core i5 ,12.0,12500H ,2.5,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1600.0,ASUS 
MSI CreatorPro M15 A11UIS-1083RU 9S7-16R622-1083,109900,15.6,1920x1980 ,Intel Core i7 ,8.0,11800H ,2.3,NVIDIA RTX A1000 ,16.0,SSD ,Windows 11 Pro ,3900.0,MSI 
ASUS VivoBook X415EA-EB953 90NB0TT1-M00EF0,41000,14.0,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel UHD Graphics ,8.0,SSD ,DOS / без ОС ,1550.0,ASUS 
ASUS VivoBook S15 S533EA-BQ330 90NB0SF3-M06140,83849,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,16.0,SSD ,DOS / без ОС ,1800.0,ASUS 
Lenovo Legion 5 Pro 16IAH7H 82RF00GWRK,208010,16.0,2560х1600 ,Intel Core i5 ,12.0,12500H ,1.8,NVIDIA GeForce RTX 3060 ,32.0,SSD ,DOS / без ОС ,2490.0,Lenovo 
HIPER EXPERTBOOK MTL1601 MTL1601A1235UWP,68500,16.1,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,2.4,Intel UHD Graphics ,8.0,SSD ,Windows 10 Pro 64-bit ,1705.2024914285716,HIPER 
Lenovo ThinkBook 15 G2 ITL 20VE0045RU,103990,15.6,1920x1080 FHD ,Intel Core i7 ,4.0,1165G7 ,2.8,NVIDIA GeForce MX450 ,16.0,SSD ,no OS (без операционной системы) ,1700.0,Lenovo 
Acer Nitro 5 AN515-58-70W6 NH.QFLEP.004,140958,15.6,1920x1080 FHD ,Intel Core i7 ,14.0,12700H ,3.5,NVIDIA GeForce RTX 3050 Ti ,8.0,SSD ,no OS (без операционной системы) ,2500.0,Acer 
Apple MacBook Pro A2485 Z14V000GD,305000,16.2,3456х2234 ,Apple M1 Pro ,10.0,1135G7 ,2.4,Intel Iris Xe Graphics ,32.0,SSD ,MAC OS ,2150.0,Apple 
Lenovo ThinkPad E15 Gen 2 20TES1FT00,60140,15.6,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel UHD Graphics ,4.0,HDD+SSD (отдельный) ,Windows 10 Pro 64-bit ,1705.2024914285716,Lenovo 
Huawei MateBook D 14 53013ERM,57000,14.0,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,Windows 11 Home ,1380.0,Huawei 
Lenovo IdeaPad Gaming 3 16IAH7 82SA008SRU,128960,16.0,1920х1200 ,Intel Core i5 ,8.0,12450H ,2.0,NVIDIA GeForce RTX 3050 ,16.0,SSD ,Windows 11 Home ,2600.0,Lenovo 
Lenovo IdeaPad 1 14ADA05 82GW0088RU,30380,14.0,1920x1080 FHD ,AMD Athlon ,2.0,3050e ,1.4,AMD Radeon Graphics ,4.0,SSD ,Windows 10 Home 64-bit ,1400.0,Lenovo 
Lenovo ThinkPad X1 Carbon Gen 10 21CB006BRT,215590,14.0,1920х1200 ,Intel Core i5 ,10.0,1235U ,1.3,Intel Iris Xe Graphics ,16.0,SSD ,Windows 11 Pro ,1120.0,Lenovo 
Huawei MateBook B3-520(BDZ-WDH9A) 53013FCL,81000,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,Windows 10 Pro 64-bit ,1560.0,Huawei 
Acer TravelMate P2 TMP215-53-5480 NX.VPVER.004,75000,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Graphics ,8.0,SSD ,no OS (без операционной системы) ,1705.2024914285716,Acer 
Lenovo IdeaPad 5 Pro 14ARH7 82SJ0012RK,102224,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1705.2024914285716,Lenovo 
ASUS TUF FX507ZM-HN177 90NR09A1-M00BA0,130000,15.6,1920x1080 FHD ,Intel Core i7 ,6.0,12700H ,2.3,NVIDIA GeForce RTX 3060 ,16.0,SSD ,DOS / без ОС ,2200.0,ASUS 
Lenovo V15 IML 82NB006EUE,46190,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,10210U ,1.6,NVIDIA GeForce MX330 ,8.0,SSD ,DOS / без ОС ,1850.0,Lenovo 
Lenovo IdeaPad 3 15ITL6 82H8005LRK,41900,15.6,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel UHD Graphics ,8.0,SSD ,no OS (без операционной системы) ,1650.0,Lenovo 
HP 250 G8 27K11EA,25490,15.6,1366x768 HD ,Intel Celeron ,2.0,N4020 ,1.1,Intel UHD Graphics 600 ,4.0,HDD ,DOS / без ОС ,1740.0,HP 
Acer Nitro 5 AN515-57-73W3 NH.QELEM.00G,113323,15.6,1920x1080 FHD ,Intel Core i7 ,8.0,11800H ,2.3,NVIDIA GeForce RTX 3050 ,16.0,SSD ,DOS / без ОС ,2300.0,Acer 
ASUS TP470EA-EC309W 90NB0S01-M00F50,81456,14.0,1920x1080 FHD / 1920x1080 FHD ,Intel Core i5 / Intel Core i5 ,4.0,1135G7 / 1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD / SSD ,Windows 11 Home / Windows 11 Home ,1500.0,ASUS 
ASUS P1512CEA-BQ0232 90NX05E1-M00900,56929,15.6,1920x1080 FHD ,Intel Core i5 ,8.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1800.0,ASUS 
HP EliteBook 650 G9 5Y3U5EA,88790,15.6,1920x1080 FHD ,Intel Core i7 ,10.0,1255U ,1.7,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1740.0,HP 
ASUS M1603IA-L2073 90NB0Y41-M00420,84047,16.0,3840x2400 ,AMD Ryzen 7 ,8.0,4800H ,2.9,AMD Radeon Graphics ,16.0,SSD ,no OS (без операционной системы) ,1880.0,ASUS 
Dell Latitude 5320 2in1 5320-0402,98780,13.3,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,Windows 10 Pro 64-bit ,1705.2024914285716,Dell 
Lenovo ThinkPad L15 Gen 2 20X7004LRI,116770,15.6,1920x1080 FHD ,AMD Ryzen 7 ,4.0,5850U ,1.9,Intel HD Graphics ,16.0,SSD ,DOS / без ОС ,1990.0,Lenovo 
HIPER EXPERTBOOK MTL1601 MTL1601D1235UDS,71600,16.1,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,2.4,Intel UHD Graphics ,16.0,SSD ,DOS / без ОС ,1705.2024914285716,HIPER 
Lenovo IdeaPad 3 15ITL6 82H8005KRK,61170,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1650.0,Lenovo 
Lenovo ThinkBook 14 G2 ITL 20VD00XPRU,81680,14.0,1920x1080 FHD ,Intel Core i3 ,2.0,1135G7 ,3.3,Intel UHD Graphics ,8.0,SSD ,Windows 11 Pro ,1500.0,Lenovo 
Dell G15 5520 DI5520I716512RTXUB,87318,15.6,1920x1080 FHD ,Intel Core i7 ,14.0,12700H ,1.33,NVIDIA GeForce RTX 3050 Ti ,16.0,SSD ,DOS / без ОС ,1705.2024914285716,Dell 
"Lenovo IdeaPad Flex 5 15IIL05 15.6"" 81X30094RU",79390,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1705.2024914285716,Lenovo 
Lenovo ThinkPad E15 Gen 2-ITU 20TD001PRT,86990,15.6,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel UHD Graphics ,8.0,SSD ,no OS (без операционной системы) ,1700.0,Lenovo 
Dell Latitude 7430 P135G 7430-7654,143830,14.0,1920x1080 FHD ,Intel Core i7 ,10.0,1255U ,1.7,Intel Iris Xe Graphics ,16.0,SSD ,Linux ,1220.0,Dell 
Dell Latitude 5520 8DJHK,108305,15.6,1920x1080 FHD ,Intel Core i7 ,4.0,1185G7 ,3.0,Intel Iris Xe Graphics ,16.0,SSD ,Windows 10 Pro Eng Language ,1590.0,Dell 
CHUWI CoreBook XPro CWI530-308E2E1HRMXX,36000,15.6,1920x1080 FHD ,Intel Core i3 ,2.0,10110U ,2.1,Intel Iris Xe Graphics ,8.0,SSD ,Windows 11 Home ,1705.2024914285716,CHUWI 
HP Envy 13-BF0013DX 66B41UA,96420,13.3,1920х1200 ,Intel Core i7 ,10.0,1250U ,1.1,Intel Iris Xe Graphics ,8.0,SSD ,Windows 11 Home ,1380.0,HP 
Acer Aspire 1 A114-33-P7VD NX.A7VER.00A,32400,14.0,1366x768 HD ,Intel Pentium ,4.0,N6000 ,1.1,Intel UHD Graphics ,8.0,eMMC ,no OS (без операционной системы) ,1705.2024914285716,Acer 
Acer SF314-511-518Q Swift NX.ACWER.00A,63500,14.0,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel UHD Graphics ,8.0,SSD ,Windows 11 Home ,1200.0,Acer 
Lenovo ThinkPad Ultrabook X1 Carbon Gen 10 21CB008PRT,287698,14.0,2240x1400 ,Intel Core i7 ,12.0,1260P ,2.1,Intel Iris Xe Graphics ,32.0,SSD ,no OS (без операционной системы) ,1120.0,Lenovo 
